date,date,last,open,high,low,vol,var_%,close
2014-08-15,2014-08-15,"496,5",504.8,515.2,483.2,4.77,-1.65,496.5
2014-08-16,2014-08-16,"522,0",496.5,524.3,483.2,3.87,5.15,522.0
2014-08-17,2014-08-17,"485,5",522.0,524.7,478.2,3.14,-6.99,485.5
2014-08-18,2014-08-18,"462,2",485.5,493.3,450.0,6.38,-4.8,462.2
2014-08-19,2014-08-19,"485,1",462.2,487.0,455.8,5.12,4.96,485.1
2014-08-20,2014-08-20,"516,8",485.1,521.8,468.5,5.89,6.53,516.8
2014-08-21,2014-08-21,"517,9",516.8,537.2,511.4,5.65,0.22,517.9
2014-08-22,2014-08-22,"516,1",517.9,524.4,500.6,6.03,-0.36,516.1
2014-08-23,2014-08-23,"497,7",516.1,516.8,494.0,3.13,-3.57,497.7
2014-08-24,2014-08-24,"509,7",497.7,514.8,496.8,2.53,2.42,509.7
2014-08-25,2014-08-25,"502,9",509.7,511.3,499.7,2.74,-1.33,502.9
2014-08-26,2014-08-26,"512,6",502.9,516.0,501.8,3.53,1.91,512.6
2014-08-27,2014-08-27,"515,2",512.6,527.4,512.7,3.79,0.52,515.2
2014-08-28,2014-08-28,"510,8",515.2,521.6,503.3,4.47,-0.87,510.8
2014-08-29,2014-08-29,"512,6",510.8,515.2,506.7,3.64,0.35,512.6
2014-08-30,2014-08-30,"506,0",512.6,512.9,503.1,2.63,-1.29,506.0
2014-08-31,2014-08-31,"481,8",506.0,508.3,478.3,6.1,-4.78,481.8
2014-09-01,2014-09-01,"477,2",481.8,487.5,471.8,6.79,-0.95,477.2
2014-09-02,2014-09-02,"478,9",477.2,487.0,470.5,6.75,0.37,478.9
2014-09-03,2014-09-03,"480,0",478.9,487.3,476.8,6.14,0.23,480.0
2014-09-04,2014-09-04,"491,0",480.0,498.5,476.3,8.81,2.28,491.0
2014-09-05,2014-09-05,"483,6",491.0,495.0,483.1,6.04,-1.49,483.6
2014-09-06,2014-09-06,"484,5",483.6,491.4,480.8,3.79,0.17,484.5
2014-09-07,2014-09-07,"485,8",484.5,490.7,478.5,3.56,0.26,485.8
2014-09-08,2014-09-08,"475,7",485.8,487.0,469.5,8.14,-2.07,475.7
2014-09-09,2014-09-09,"474,9",475.7,478.6,467.5,7.29,-0.17,474.9
2014-09-10,2014-09-10,"479,7",474.9,491.0,471.6,8.29,1.01,479.7
2014-09-11,2014-09-11,"478,5",479.7,488.9,474.6,6.29,-0.25,478.5
2014-09-12,2014-09-12,"477,7",478.5,479.7,471.1,5.15,-0.16,477.7
2014-09-13,2014-09-13,"478,2",477.7,480.6,474.6,5.28,0.09,478.2
2014-09-14,2014-09-14,"477,7",478.2,480.3,472.0,4.21,-0.09,477.7
2014-09-15,2014-09-15,"477,7",477.7,479.3,473.7,5.63,0.0,477.7
2014-09-16,2014-09-16,"466,8",477.7,478.8,464.0,6.52,-2.29,466.8
2014-09-17,2014-09-17,"461,1",466.8,469.4,458.3,7.51,-1.21,461.1
2014-09-18,2014-09-18,"424,3",461.1,462.3,408.8,8.93,-7.99,424.3
2014-09-19,2014-09-19,"397,7",424.3,429.2,386.1,14.97,-6.27,397.7
2014-09-20,2014-09-20,"411,5",397.7,427.7,387.5,14.29,3.49,411.5
2014-09-21,2014-09-21,"401,6",411.5,415.1,394.5,10.42,-2.41,401.6
2014-09-22,2014-09-22,"404,1",401.6,410.8,398.6,13.52,0.62,404.1
2014-09-23,2014-09-23,"436,9",404.1,445.5,394.8,17.94,8.11,436.9
2014-09-24,2014-09-24,"423,8",436.9,439.2,422.1,21.37,-3.0,423.8
2014-09-25,2014-09-25,"412,3",423.8,427.5,409.6,14.63,-2.71,412.3
2014-09-26,2014-09-26,"404,5",412.3,416.4,399.7,12.12,-1.9,404.5
2014-09-27,2014-09-27,"399,0",404.5,407.1,394.7,9.74,-1.35,399.0
2014-09-28,2014-09-28,"379,1",399.0,402.3,374.1,13.94,-5.0,379.1
2014-09-29,2014-09-29,"376,8",379.1,389.3,372.6,20.69,-0.61,376.8
2014-09-30,2014-09-30,"388,2",376.8,395.2,374.7,16.92,3.03,388.2
2014-10-01,2014-10-01,"382,8",388.2,395.1,381.1,17.73,-1.37,382.8
2014-10-02,2014-10-02,"375,1",382.8,385.6,371.2,14.3,-2.01,375.1
2014-10-03,2014-10-03,"363,5",375.1,378.2,362.8,16.81,-3.12,363.5
2014-10-04,2014-10-04,"335,3",363.5,369.9,327.1,23.04,-7.74,335.3
2014-10-05,2014-10-05,"322,9",335.3,344.3,294.9,29.85,-3.72,322.9
2014-10-06,2014-10-06,"331,5",322.9,347.9,303.0,41.17,2.69,331.5
2014-10-07,2014-10-07,"331,6",331.5,345.5,321.7,30.17,0.03,331.6
2014-10-08,2014-10-08,"350,9",331.6,351.6,325.4,21.77,5.8,350.9
2014-10-09,2014-10-09,"360,9",350.9,384.6,347.6,35.59,2.86,360.9
2014-10-10,2014-10-10,"361,7",360.9,378.1,353.3,28.41,0.22,361.7
2014-10-11,2014-10-11,"361,2",361.7,370.1,350.5,13.93,-0.14,361.2
2014-10-12,2014-10-12,"373,2",361.2,374.6,352.3,11.23,3.31,373.2
2014-10-13,2014-10-13,"387,3",373.2,391.2,366.0,23.58,3.79,387.3
2014-10-14,2014-10-14,"397,1",387.3,407.7,385.7,28.87,2.53,397.1
2014-10-15,2014-10-15,"393,2",397.1,397.9,388.2,22.49,-0.99,393.2
2014-10-16,2014-10-16,"379,8",393.2,398.8,371.6,20.79,-3.41,379.8
2014-10-17,2014-10-17,"380,5",379.8,384.8,372.4,16.57,0.19,380.5
2014-10-18,2014-10-18,"390,9",380.5,395.7,373.6,9.45,2.73,390.9
2014-10-19,2014-10-19,"387,3",390.9,394.5,383.9,5.33,-0.92,387.3
2014-10-20,2014-10-20,"380,4",387.3,387.8,378.4,10.56,-1.78,380.4
2014-10-21,2014-10-21,"382,4",380.4,388.2,377.4,9.66,0.52,382.4
2014-10-22,2014-10-22,"378,9",382.4,383.7,377.0,10.53,-0.89,378.9
2014-10-23,2014-10-23,"355,8",378.9,381.1,353.5,19.12,-6.11,355.8
2014-10-24,2014-10-24,"355,1",355.8,360.9,351.4,20.03,-0.19,355.1
2014-10-25,2014-10-25,"346,7",355.1,356.6,341.5,14.04,-2.36,346.7
2014-10-26,2014-10-26,"348,7",346.7,356.8,344.2,11.58,0.56,348.7
2014-10-27,2014-10-27,"350,1",348.7,356.4,344.9,10.6,0.41,350.1
2014-10-28,2014-10-28,"351,1",350.1,355.7,348.3,9.43,0.28,351.1
2014-10-29,2014-10-29,"335,1",351.1,352.8,334.7,12.26,-4.54,335.1
2014-10-30,2014-10-30,"344,9",335.1,350.4,333.4,16.12,2.91,344.9
2014-10-31,2014-10-31,"337,9",344.9,348.0,336.1,14.0,-2.03,337.9
2014-11-01,2014-11-01,"325,4",337.9,339.0,320.7,13.77,-3.68,325.4
2014-11-02,2014-11-02,"322,5",325.4,329.8,319.8,11.9,-0.88,322.5
2014-11-03,2014-11-03,"324,2",322.5,332.9,321.7,13.43,0.52,324.2
2014-11-04,2014-11-04,"328,0",324.2,328.8,320.1,15.12,1.15,328.0
2014-11-05,2014-11-05,"338,0",328.0,342.0,326.5,15.84,3.06,338.0
2014-11-06,2014-11-06,"347,7",338.0,351.1,335.7,15.65,2.86,347.7
2014-11-07,2014-11-07,"341,9",347.7,351.6,340.2,15.02,-1.67,341.9
2014-11-08,2014-11-08,"343,5",341.9,346.3,339.8,8.19,0.49,343.5
2014-11-09,2014-11-09,"362,0",343.5,362.2,341.8,12.63,5.39,362.0
2014-11-10,2014-11-10,"367,1",362.0,374.7,356.6,22.81,1.41,367.1
2014-11-11,2014-11-11,"365,4",367.1,371.0,361.9,15.79,-0.47,365.4
2014-11-12,2014-11-12,"432,0",365.4,442.7,365.8,38.53,18.23,432.0
2014-11-13,2014-11-13,"428,7",432.0,480.5,390.9,58.2,-0.77,428.7
2014-11-14,2014-11-14,"396,5",428.7,430.2,382.0,35.73,-7.51,396.5
2014-11-15,2014-11-15,"374,9",396.5,407.3,368.0,13.33,-5.46,374.9
2014-11-16,2014-11-16,"385,6",374.9,390.4,370.5,14.35,2.87,385.6
2014-11-17,2014-11-17,"384,7",385.6,412.3,378.3,27.6,-0.24,384.7
2014-11-18,2014-11-18,"379,2",384.7,394.9,372.0,27.09,-1.44,379.2
2014-11-19,2014-11-19,"381,4",379.2,389.3,374.3,19.87,0.6,381.4
2014-11-20,2014-11-20,"357,3",381.4,383.0,355.1,21.98,-6.33,357.3
2014-11-21,2014-11-21,"351,8",357.3,358.7,343.8,23.47,-1.55,351.8
2014-11-22,2014-11-22,"352,0",351.8,364.2,350.5,12.94,0.07,352.0
2014-11-23,2014-11-23,"365,9",352.0,370.6,352.6,12.41,3.93,365.9
2014-11-24,2014-11-24,"378,9",365.9,388.7,361.9,24.57,3.55,378.9
2014-11-25,2014-11-25,"376,4",378.9,395.7,370.6,45.32,-0.64,376.4
2014-11-26,2014-11-26,"365,4",376.4,378.3,364.0,23.98,-2.94,365.4
2014-11-27,2014-11-27,"368,8",365.4,374.4,364.8,13.85,0.95,368.8
2014-11-28,2014-11-28,"377,6",368.8,383.3,358.4,43.02,2.38,377.6
2014-11-29,2014-11-29,"376,3",377.6,389.3,372.2,83.45,-0.35,376.3
2014-11-30,2014-11-30,"374,9",376.3,381.1,372.6,11.29,-0.36,374.9
2014-12-01,2014-12-01,"378,6",374.9,383.6,373.0,19.67,0.98,378.6
2014-12-02,2014-12-02,"380,6",378.6,384.9,375.4,25.29,0.54,380.6
2014-12-03,2014-12-03,"377,0",380.6,384.7,373.6,23.51,-0.97,377.0
2014-12-04,2014-12-04,"369,8",377.0,380.4,366.2,25.33,-1.89,369.8
2014-12-05,2014-12-05,"377,6",369.8,379.7,366.4,29.99,2.11,377.6
2014-12-06,2014-12-06,"376,3",377.6,380.3,372.0,11.07,-0.36,376.3
2014-12-07,2014-12-07,"376,5",376.3,377.9,372.5,8.81,0.06,376.5
2014-12-08,2014-12-08,"365,0",376.5,377.4,364.6,22.92,-3.06,365.0
2014-12-09,2014-12-09,"352,2",365.0,365.4,343.8,43.83,-3.5,352.2
2014-12-10,2014-12-10,"347,9",352.2,354.1,345.1,27.13,-1.21,347.9
2014-12-11,2014-12-11,"347,7",347.9,367.1,337.8,51.08,-0.07,347.7
2014-12-12,2014-12-12,"353,4",347.7,356.4,346.0,26.85,1.65,353.4
2014-12-13,2014-12-13,"348,2",353.4,353.1,343.8,19.54,-1.46,348.2
2014-12-14,2014-12-14,"349,4",348.2,351.6,344.6,12.34,0.32,349.4
2014-12-15,2014-12-15,"345,4",349.4,351.2,343.6,22.16,-1.14,345.4
2014-12-16,2014-12-16,"330,2",345.4,346.5,328.9,38.59,-4.39,330.2
2014-12-17,2014-12-17,"320,0",330.2,335.7,314.3,61.34,-3.09,320.0
2014-12-18,2014-12-18,"310,3",320.0,325.6,303.4,60.52,-3.02,310.3
2014-12-19,2014-12-19,"317,8",310.3,320.2,306.4,41.71,2.4,317.8
2014-12-20,2014-12-20,"330,4",317.8,332.6,316.0,29.92,3.96,330.4
2014-12-21,2014-12-21,"322,6",330.4,332.0,320.1,20.67,-2.34,322.6
2014-12-22,2014-12-22,"330,8",322.6,335.3,319.9,35.36,2.54,330.8
2014-12-23,2014-12-23,"335,3",330.8,339.3,328.0,24.07,1.33,335.3
2014-12-24,2014-12-24,"322,4",335.3,336.3,320.6,21.52,-3.83,322.4
2014-12-25,2014-12-25,"319,0",322.4,323.4,316.3,15.39,-1.06,319.0
2014-12-26,2014-12-26,"330,0",319.0,332.9,316.4,23.01,3.45,330.0
2014-12-27,2014-12-27,"315,3",330.0,330.7,312.0,21.63,-4.44,315.3
2014-12-28,2014-12-28,"316,5",315.3,322.8,310.5,20.41,0.38,316.5
2014-12-29,2014-12-29,"314,1",316.5,321.6,308.3,20.36,-0.76,314.1
2014-12-30,2014-12-30,"311,3",314.1,316.2,309.3,22.78,-0.91,311.3
2014-12-31,2014-12-31,"318,2",311.3,319.1,308.9,20.5,2.24,318.2
2015-01-01,2015-01-01,"314,9",318.2,321.4,313.5,12.82,-1.05,314.9
2015-01-02,2015-01-02,"315,2",314.9,316.4,313.1,14.73,0.1,315.2
2015-01-03,2015-01-03,"287,1",315.2,315.8,284.9,47.37,-8.91,287.1
2015-01-04,2015-01-04,"264,7",287.1,289.9,255.9,88.77,-7.8,264.7
2015-01-05,2015-01-05,"274,8",264.7,278.3,262.9,54.99,3.82,274.8
2015-01-06,2015-01-06,"282,3",274.8,285.1,271.5,21.94,2.7,282.3
2015-01-07,2015-01-07,"291,3",282.3,296.1,280.7,30.67,3.21,291.3
2015-01-08,2015-01-08,"282,7",291.3,292.7,279.0,20.18,-2.97,282.7
2015-01-09,2015-01-09,"288,0",282.7,290.6,277.3,20.93,1.87,288.0
2015-01-10,2015-01-10,"273,4",288.0,289.3,272.0,14.73,-5.08,273.4
2015-01-11,2015-01-11,"264,8",273.4,278.0,263.8,15.11,-3.14,264.8
2015-01-12,2015-01-12,"269,3",264.8,273.1,263.3,25.39,1.72,269.3
2015-01-13,2015-01-13,"221,3",269.3,269.1,217.1,95.5,-17.84,221.3
2015-01-14,2015-01-14,"164,9",221.3,230.9,157.3,170.68,-25.47,164.9
2015-01-15,2015-01-15,"209,8",164.9,231.3,164.6,124.67,27.2,209.8
2015-01-16,2015-01-16,"206,9",209.8,222.6,198.7,62.32,-1.36,206.9
2015-01-17,2015-01-17,"199,6",206.9,212.6,191.7,43.13,-3.51,199.6
2015-01-18,2015-01-18,"210,6",199.6,220.7,192.5,40.37,5.49,210.6
2015-01-19,2015-01-19,"215,9",210.6,219.5,205.5,31.58,2.49,215.9
2015-01-20,2015-01-20,"210,6",215.9,216.6,203.4,37.48,-2.46,210.6
2015-01-21,2015-01-21,"228,2",210.6,229.3,207.1,43.18,8.37,228.2
2015-01-22,2015-01-22,"232,7",228.2,238.8,225.6,53.71,1.99,232.7
2015-01-23,2015-01-23,"232,2",232.7,237.0,224.8,38.17,-0.23,232.2
2015-01-24,2015-01-24,"248,2",232.2,248.9,229.6,33.24,6.89,248.2
2015-01-25,2015-01-25,"252,1",248.2,256.4,241.4,50.19,1.58,252.1
2015-01-26,2015-01-26,"269,2",252.1,310.9,251.5,105.71,6.78,269.2
2015-01-27,2015-01-27,"263,3",269.2,276.9,247.3,50.26,-2.2,263.3
2015-01-28,2015-01-28,"236,2",263.3,267.7,228.1,63.77,-10.29,236.2
2015-01-29,2015-01-29,"234,0",236.2,241.5,220.4,54.49,-0.92,234.0
2015-01-30,2015-01-30,"231,8",234.0,244.8,227.2,48.23,-0.92,231.8
2015-01-31,2015-01-31,"218,5",231.8,235.4,216.5,42.15,-5.75,218.5
2015-02-01,2015-02-01,"225,3",218.5,231.4,209.7,41.16,3.1,225.3
2015-02-02,2015-02-02,"238,9",225.3,242.5,220.5,39.02,6.02,238.9
2015-02-03,2015-02-03,"227,4",238.9,247.5,223.9,63.08,-4.79,227.4
2015-02-04,2015-02-04,"226,6",227.4,230.7,220.2,55.24,-0.36,226.6
2015-02-05,2015-02-05,"216,5",226.6,229.9,214.4,40.64,-4.44,216.5
2015-02-06,2015-02-06,"223,0",216.5,226.2,215.6,52.52,2.97,223.0
2015-02-07,2015-02-07,"227,7",223.0,231.0,222.4,39.76,2.12,227.7
2015-02-08,2015-02-08,"223,7",227.7,230.2,219.5,29.05,-1.76,223.7
2015-02-09,2015-02-09,"220,3",223.7,225.0,215.7,91.69,-1.49,220.3
2015-02-10,2015-02-10,"219,7",220.3,222.2,214.4,86.15,-0.3,219.7
2015-02-11,2015-02-11,"218,8",219.7,223.5,217.3,71.73,-0.38,218.8
2015-02-12,2015-02-12,"221,8",218.8,223.0,217.3,50.11,1.35,221.8
2015-02-13,2015-02-13,"236,2",221.8,241.6,220.6,112.25,6.48,236.2
2015-02-14,2015-02-14,"258,6",236.2,261.3,235.4,133.8,9.51,258.6
2015-02-15,2015-02-15,"233,3",258.6,264.6,226.6,179.14,-9.81,233.3
2015-02-16,2015-02-16,"235,8",233.3,240.0,228.0,115.47,1.1,235.8
2015-02-17,2015-02-17,"243,2",235.8,247.2,232.0,116.26,3.13,243.2
2015-02-18,2015-02-18,"235,2",243.2,245.5,231.7,99.66,-3.29,235.2
2015-02-19,2015-02-19,"241,9",235.2,244.1,234.9,66.05,2.86,241.9
2015-02-20,2015-02-20,"244,5",241.9,247.8,238.8,83.59,1.07,244.5
2015-02-21,2015-02-21,"244,4",244.5,247.3,242.6,42.95,-0.04,244.4
2015-02-22,2015-02-22,"235,7",244.4,246.5,232.7,75.7,-3.55,235.7
2015-02-23,2015-02-23,"238,8",235.7,240.1,231.3,62.67,1.31,238.8
2015-02-24,2015-02-24,"238,9",238.8,240.3,235.5,45.03,0.03,238.9
2015-02-25,2015-02-25,"237,3",238.9,239.6,234.6,38.1,-0.65,237.3
2015-02-26,2015-02-26,"236,5",237.3,238.2,233.5,50.87,-0.34,236.5
2015-02-27,2015-02-27,"253,5",236.5,258.7,235.7,167.81,7.16,253.5
2015-02-28,2015-02-28,"254,1",253.5,255.4,248.7,39.41,0.23,254.1
2015-03-01,2015-03-01,"257,9",254.1,260.6,244.8,51.33,1.53,257.9
2015-03-02,2015-03-02,"273,8",257.9,274.8,256.1,81.09,6.13,273.8
2015-03-03,2015-03-03,"280,6",273.8,287.1,266.1,164.82,2.52,280.6
2015-03-04,2015-03-04,"271,9",280.6,284.5,265.9,139.0,-3.11,271.9
2015-03-05,2015-03-05,"275,2",271.9,280.8,262.8,123.64,1.22,275.2
2015-03-06,2015-03-06,"272,6",275.2,278.0,269.0,98.8,-0.97,272.6
2015-03-07,2015-03-07,"274,9",272.6,278.3,269.4,60.72,0.86,274.9
2015-03-08,2015-03-08,"274,5",274.9,278.8,271.3,50.4,-0.15,274.5
2015-03-09,2015-03-09,"290,0",274.5,293.3,273.8,151.77,5.66,290.0
2015-03-10,2015-03-10,"291,4",290.0,301.0,288.1,158.18,0.47,291.4
2015-03-11,2015-03-11,"295,6",291.4,297.7,288.9,79.98,1.45,295.6
2015-03-12,2015-03-12,"293,9",295.6,297.0,290.8,107.32,-0.59,293.9
2015-03-13,2015-03-13,"287,2",293.9,294.9,286.1,97.34,-2.26,287.2
2015-03-14,2015-03-14,"281,6",287.2,288.4,279.3,75.72,-1.95,281.6
2015-03-15,2015-03-15,"284,9",281.6,286.4,280.4,39.46,1.16,284.9
2015-03-16,2015-03-16,"290,4",284.9,294.0,284.8,66.34,1.94,290.4
2015-03-17,2015-03-17,"285,4",290.4,292.5,283.3,65.01,-1.73,285.4
2015-03-18,2015-03-18,"255,9",285.4,285.6,248.2,206.74,-10.32,255.9
2015-03-19,2015-03-19,"260,9",255.9,264.8,247.0,180.69,1.96,260.9
2015-03-20,2015-03-20,"261,8",260.9,264.7,257.9,52.83,0.33,261.8
2015-03-21,2015-03-21,"259,7",261.8,263.3,254.0,51.65,-0.79,259.7
2015-03-22,2015-03-22,"268,6",259.7,270.4,259.0,56.63,3.41,268.6
2015-03-23,2015-03-23,"265,5",268.6,271.0,259.4,81.45,-1.16,265.5
2015-03-24,2015-03-24,"246,7",265.5,267.0,242.7,151.09,-7.06,246.7
2015-03-25,2015-03-25,"246,4",246.7,249.2,234.8,131.44,-0.14,246.4
2015-03-26,2015-03-26,"248,0",246.4,254.7,243.5,89.47,0.67,248.0
2015-03-27,2015-03-27,"247,2",248.0,250.1,244.5,62.56,-0.33,247.2
2015-03-28,2015-03-28,"252,0",247.2,254.3,246.3,55.06,1.95,252.0
2015-03-29,2015-03-29,"242,1",252.0,252.8,238.9,77.54,-3.94,242.1
2015-03-30,2015-03-30,"246,8",242.1,248.8,236.6,85.33,1.95,246.8
2015-03-31,2015-03-31,"244,1",246.8,248.7,241.2,75.33,-1.07,244.1
2015-04-01,2015-04-01,"246,2",244.1,247.7,239.6,67.08,0.86,246.2
2015-04-02,2015-04-02,"252,6",246.2,254.9,244.3,81.37,2.58,252.6
2015-04-03,2015-04-03,"254,5",252.6,256.5,251.3,71.74,0.74,254.5
2015-04-04,2015-04-04,"252,9",254.5,255.2,250.3,30.72,-0.62,252.9
2015-04-05,2015-04-05,"259,6",252.9,260.3,250.6,43.83,2.67,259.6
2015-04-06,2015-04-06,"255,0",259.6,261.5,252.3,45.93,-1.8,255.0
2015-04-07,2015-04-07,"253,0",255.0,255.6,250.1,44.79,-0.78,253.0
2015-04-08,2015-04-08,"244,6",253.0,254.3,242.6,102.65,-3.32,244.6
2015-04-09,2015-04-09,"243,3",244.6,246.2,237.6,69.19,-0.51,243.3
2015-04-10,2015-04-10,"234,7",243.3,244.1,231.3,100.2,-3.53,234.7
2015-04-11,2015-04-11,"236,5",234.7,240.0,233.1,51.99,0.75,236.5
2015-04-12,2015-04-12,"235,9",236.5,237.5,232.3,33.03,-0.27,235.9
2015-04-13,2015-04-13,"223,6",235.9,236.8,220.4,105.15,-5.2,223.6
2015-04-14,2015-04-14,"218,0",223.6,224.7,214.3,115.19,-2.5,218.0
2015-04-15,2015-04-15,"223,0",218.0,223.6,217.1,77.23,2.28,223.0
2015-04-16,2015-04-16,"228,0",223.0,229.5,222.9,84.89,2.25,228.0
2015-04-17,2015-04-17,"222,6",228.0,229.3,220.6,66.92,-2.36,222.6
2015-04-18,2015-04-18,"223,4",222.6,224.5,220.6,36.54,0.34,223.4
2015-04-19,2015-04-19,"223,0",223.4,226.9,222.0,35.5,-0.15,223.0
2015-04-20,2015-04-20,"224,2",223.0,226.7,221.6,44.87,0.55,224.2
2015-04-21,2015-04-21,"233,7",224.2,235.3,223.3,68.35,4.23,233.7
2015-04-22,2015-04-22,"233,8",233.7,238.4,231.8,77.56,0.02,233.8
2015-04-23,2015-04-23,"235,4",233.8,236.1,232.6,42.45,0.69,235.4
2015-04-24,2015-04-24,"231,1",235.4,236.6,229.1,69.78,-1.83,231.1
2015-04-25,2015-04-25,"226,1",231.1,232.3,223.1,43.78,-2.14,226.1
2015-04-26,2015-04-26,"218,7",226.1,226.7,214.1,100.77,-3.29,218.7
2015-04-27,2015-04-27,"229,0",218.7,242.6,216.6,123.41,4.69,229.0
2015-04-28,2015-04-28,"225,8",229.0,229.9,222.0,65.97,-1.38,225.8
2015-04-29,2015-04-29,"225,4",225.8,227.2,222.3,60.89,-0.17,225.4
2015-04-30,2015-04-30,"235,8",225.4,240.0,224.7,112.24,4.59,235.8
2015-05-01,2015-05-01,"233,2",235.8,239.4,232.4,60.14,-1.09,233.2
2015-05-02,2015-05-02,"235,3",233.2,236.4,231.7,37.08,0.91,235.3
2015-05-03,2015-05-03,"240,0",235.3,243.6,233.8,55.72,1.98,240.0
2015-05-04,2015-05-04,"239,0",240.0,243.2,237.4,69.12,-0.43,239.0
2015-05-05,2015-05-05,"235,8",239.0,239.6,231.8,77.87,-1.32,235.8
2015-05-06,2015-05-06,"230,0",235.8,237.1,228.2,103.66,-2.46,230.0
2015-05-07,2015-05-07,"237,7",230.0,240.3,228.3,91.05,3.35,237.7
2015-05-08,2015-05-08,"243,7",237.7,247.0,235.8,87.5,2.53,243.7
2015-05-09,2015-05-09,"241,4",243.7,247.9,238.5,62.79,-0.96,241.4
2015-05-10,2015-05-10,"240,0",241.4,244.8,238.2,44.0,-0.6,240.0
2015-05-11,2015-05-11,"241,8",240.0,243.9,238.9,57.17,0.77,241.8
2015-05-12,2015-05-12,"241,6",241.8,243.0,239.2,40.08,-0.1,241.6
2015-05-13,2015-05-13,"236,4",241.6,243.9,234.1,84.43,-2.15,236.4
2015-05-14,2015-05-14,"236,9",236.4,239.2,232.4,71.02,0.22,236.9
2015-05-15,2015-05-15,"237,2",236.9,238.8,235.5,46.03,0.13,237.2
2015-05-16,2015-05-16,"236,2",237.2,237.8,234.6,27.05,-0.41,236.2
2015-05-17,2015-05-17,"236,3",236.2,237.8,235.4,28.43,0.03,236.3
2015-05-18,2015-05-18,"232,6",236.3,237.1,231.5,53.14,-1.55,232.6
2015-05-19,2015-05-19,"232,0",232.6,234.5,231.3,40.94,-0.27,232.0
2015-05-20,2015-05-20,"234,0",232.0,235.2,231.5,49.69,0.84,234.0
2015-05-21,2015-05-21,"235,4",234.0,236.6,233.6,42.94,0.61,235.4
2015-05-22,2015-05-22,"240,4",235.4,242.0,234.6,74.11,2.12,240.4
2015-05-23,2015-05-23,"238,9",240.4,241.7,238.1,36.03,-0.59,238.9
2015-05-24,2015-05-24,"241,0",238.9,242.4,237.5,30.26,0.85,241.0
2015-05-25,2015-05-25,"237,4",241.0,241.8,235.8,26.39,-1.48,237.4
2015-05-26,2015-05-26,"237,8",237.4,239.0,235.6,37.08,0.18,237.8
2015-05-27,2015-05-27,"237,3",237.8,238.9,235.9,48.03,-0.23,237.3
2015-05-28,2015-05-28,"237,3",237.3,238.4,236.2,35.75,0.0,237.3
2015-05-29,2015-05-29,"237,0",237.3,237.9,235.1,38.92,-0.12,237.0
2015-05-30,2015-05-30,"233,2",237.0,237.1,231.6,41.63,-1.61,233.2
2015-05-31,2015-05-31,"229,8",233.2,234.0,229.1,39.0,-1.45,229.8
2015-06-01,2015-06-01,"223,1",229.8,231.8,221.0,87.06,-2.92,223.1
2015-06-02,2015-06-02,"225,7",223.1,227.4,222.3,60.81,1.17,225.7
2015-06-03,2015-06-03,"225,6",225.7,227.9,223.7,54.35,-0.07,225.6
2015-06-04,2015-06-04,"224,2",225.6,226.7,223.5,44.06,-0.61,224.2
2015-06-05,2015-06-05,"225,3",224.2,226.4,222.1,56.46,0.48,225.3
2015-06-06,2015-06-06,"224,7",225.3,225.8,223.5,22.47,-0.24,224.7
2015-06-07,2015-06-07,"223,5",224.7,226.4,222.2,40.48,-0.57,223.5
2015-06-08,2015-06-08,"228,6",223.5,229.9,223.0,74.15,2.28,228.6
2015-06-09,2015-06-09,"229,6",228.6,231.4,227.5,54.84,0.43,229.6
2015-06-10,2015-06-10,"228,8",229.6,230.4,227.8,41.64,-0.34,228.8
2015-06-11,2015-06-11,"229,9",228.8,230.6,228.5,38.0,0.48,229.9
2015-06-12,2015-06-12,"230,5",229.9,231.6,229.3,40.75,0.25,230.5
2015-06-13,2015-06-13,"232,5",230.5,233.1,229.0,38.01,0.88,232.5
2015-06-14,2015-06-14,"233,8",232.5,235.5,232.1,32.9,0.55,233.8
2015-06-15,2015-06-15,"237,0",233.8,238.6,233.3,63.47,1.39,237.0
2015-06-16,2015-06-16,"249,8",237.0,254.1,235.7,122.47,5.41,249.8
2015-06-17,2015-06-17,"247,4",249.8,258.5,245.1,121.62,-0.98,247.4
2015-06-18,2015-06-18,"248,4",247.4,251.9,242.5,78.14,0.43,248.4
2015-06-19,2015-06-19,"244,1",248.4,250.8,243.6,84.7,-1.73,244.1
2015-06-20,2015-06-20,"245,0",244.1,246.6,238.7,51.28,0.35,245.0
2015-06-21,2015-06-21,"244,1",245.0,246.0,240.9,25.15,-0.36,244.1
2015-06-22,2015-06-22,"247,5",244.1,248.6,243.2,47.59,1.38,247.5
2015-06-23,2015-06-23,"243,8",247.5,247.7,242.3,38.43,-1.5,243.8
2015-06-24,2015-06-24,"240,6",243.8,244.5,239.1,47.11,-1.31,240.6
2015-06-25,2015-06-25,"242,6",240.6,243.6,239.3,40.36,0.83,242.6
2015-06-26,2015-06-26,"242,9",242.6,243.5,240.1,37.62,0.16,242.9
2015-06-27,2015-06-27,"250,7",242.9,251.6,241.8,54.7,3.2,250.7
2015-06-28,2015-06-28,"248,9",250.7,251.6,246.6,39.89,-0.74,248.9
2015-06-29,2015-06-29,"257,0",248.9,257.5,248.0,92.64,3.25,257.0
2015-06-30,2015-06-30,"264,1",257.0,268.7,255.4,116.53,2.78,264.1
2015-07-01,2015-07-01,"257,6",264.1,265.0,254.4,66.94,-2.46,257.6
